bus_route_location_id,route_id,station_id,station_seq,end_bus,low_plate,plate_no,plate_type,remain_seat_count,created_at
357,233000031,202000215,7,0,0,BUS-27,2,11,2024-08-06 07:44:52
358,233000031,202000211,8,0,0,BUS-28,2,19,2024-08-06 08:44:52
359,233000031,202000203,9,0,1,BUS-29,2,40,2024-08-06 09:44:52
360,233000031,202000205,10,0,0,BUS-0,1,3,2024-08-06 10:44:52
361,233000031,202000217,1,0,0,BUS-1,4,21,2024-08-06 11:44:52
362,233000031,202000208,2,0,0,BUS-2,1,21,2024-08-06 12:44:52
363,233000031,202000194,3,0,0,BUS-3,3,26,2024-08-06 13:44:52
364,233000031,200000202,4,0,1,BUS-4,3,2,2024-08-06 14:44:52
365,233000031,202000220,5,0,0,BUS-5,4,36,2024-08-06 15:44:52
366,233000031,202000201,6,0,0,BUS-6,0,40,2024-08-06 16:44:52
367,233000031,202000215,7,1,0,BUS-7,0,38,2024-08-06 17:44:52
368,233000031,202000211,8,0,0,BUS-8,4,28,2024-08-06 18:44:52
369,233000031,202000203,9,0,0,BUS-9,3,34,2024-08-06 19:44:52
370,233000031,202000205,10,0,1,BUS-10,2,6,2024-08-06 20:44:52
371,233000031,202000217,1,0,0,BUS-11,0,13,2024-08-06 21:44:52
372,233000031,202000208,2,0,0,BUS-12,1,29,2024-08-06 22:44:52
373,233000031,202000194,3,0,0,BUS-13,4,42,2024-08-06 23:44:52
374,233000031,200000202,4,0,0,BUS-14,3,21,2024-08-07 00:44:52
375,233000031,202000220,5,0,0,BUS-15,3,10,2024-08-07 01:44:52
376,233000031,202000201,6,0,1,BUS-16,4,18,2024-08-07 02:44:52
377,233000031,202000215,7,0,0,BUS-17,4,26,2024-08-07 03:44:52
378,233000031,202000211,8,0,1,BUS-18,4,22,2024-08-07 04:44:52
379,233000031,202000203,9,0,0,BUS-19,2,4,2024-08-07 05:44:52
380,233000031,202000205,10,1,0,BUS-20,2,16,2024-08-07 06:44:52
381,233000031,202000217,1,0,0,BUS-21,2,29,2024-08-07 07:44:52
382,233000031,202000208,2,0,0,BUS-22,2,35,2024-08-07 08:44:52
383,233000031,202000194,3,0,0,BUS-23,2,29,2024-08-07 09:44:52
384,233000031,200000202,4,0,0,BUS-24,3,9,2024-08-07 10:44:52
385,233000031,202000220,5,0,0,BUS-25,4,29,2024-08-07 11:44:52
386,233000031,202000201,6,0,0,BUS-26,4,20,2024-08-07 12:44:52
387,233000031,202000215,7,1,0,BUS-27,3,23,2024-08-07 13:44:52
388,233000031,202000211,8,0,0,BUS-28,3,37,2024-08-07 14:44:52
389,233000031,202000203,9,1,1,BUS-29,4,12,2024-08-07 15:44:52
390,233000031,202000205,10,0,0,BUS-0,1,19,2024-08-07 16:44:52
391,233000031,202000217,1,0,1,BUS-1,1,31,2024-08-07 17:44:52
392,233000031,202000208,2,0,0,BUS-2,2,11,2024-08-07 18:44:52
393,233000031,202000194,3,0,0,BUS-3,2,20,2024-08-07 19:44:52
394,233000031,200000202,4,0,0,BUS-4,1,40,2024-08-07 20:44:52
395,233000031,202000220,5,0,1,BUS-5,0,34,2024-08-07 21:44:52
396,233000031,202000201,6,0,0,BUS-6,2,38,2024-08-07 22:44:52
397,233000031,202000215,7,0,1,BUS-7,4,5,2024-08-07 23:44:52
398,233000031,202000211,8,0,0,BUS-8,4,42,2024-08-08 00:44:52
399,233000031,202000203,9,1,1,BUS-9,4,36,2024-08-08 01:44:52
400,233000031,202000205,10,0,0,BUS-10,0,35,2024-08-08 02:44:52
401,233000031,202000217,1,0,0,BUS-11,1,7,2024-08-08 03:44:52
402,233000031,202000208,2,0,0,BUS-12,0,34,2024-08-08 04:44:52
403,233000031,202000194,3,1,1,BUS-13,2,31,2024-08-08 05:44:52
404,233000031,200000202,4,0,0,BUS-14,0,35,2024-08-08 06:44:52
405,233000031,202000220,5,0,0,BUS-15,0,2,2024-08-08 07:44:52
406,233000031,202000201,6,0,1,BUS-16,4,7,2024-08-08 08:44:52
407,233000031,202000215,7,0,0,BUS-17,2,20,2024-08-08 09:44:52
408,233000031,202000211,8,1,0,BUS-18,4,3,2024-08-08 10:44:52
409,233000031,202000203,9,0,0,BUS-19,1,8,2024-08-08 11:44:52
410,233000031,202000205,10,0,0,BUS-20,3,26,2024-08-08 12:44:52
411,233000031,202000217,1,1,0,BUS-21,3,12,2024-08-08 13:44:52
412,233000031,202000208,2,0,0,BUS-22,4,27,2024-08-08 14:44:52
413,233000031,202000194,3,0,0,BUS-23,3,0,2024-08-08 15:44:52
414,233000031,200000202,4,0,1,BUS-24,3,2,2024-08-08 16:44:52
415,233000031,202000220,5,0,0,BUS-25,4,9,2024-08-08 17:44:52
416,233000031,202000201,6,0,0,BUS-26,1,29,2024-08-08 18:44:52
417,233000031,202000215,7,0,0,BUS-27,4,42,2024-08-08 19:44:52
418,233000031,202000211,8,0,1,BUS-28,4,26,2024-08-08 20:44:52
419,233000031,202000203,9,0,0,BUS-29,4,35,2024-08-08 21:44:52
420,233000031,202000205,10,0,0,BUS-0,0,15,2024-08-08 22:44:52
421,233000031,202000217,1,0,0,BUS-1,2,29,2024-08-08 23:44:52
422,233000031,202000208,2,1,0,BUS-2,3,5,2024-08-09 00:44:52
423,233000031,202000194,3,0,0,BUS-3,3,41,2024-08-09 01:44:52
424,233000031,200000202,4,0,0,BUS-4,3,15,2024-08-09 02:44:52
425,233000031,202000220,5,0,0,BUS-5,3,6,2024-08-09 03:44:52
426,233000031,202000201,6,0,1,BUS-6,2,39,2024-08-09 04:44:52
427,233000031,202000215,7,0,0,BUS-7,2,0,2024-08-09 05:44:52
428,233000031,202000211,8,0,0,BUS-8,1,27,2024-08-09 06:44:52
429,233000031,202000203,9,0,0,BUS-9,0,23,2024-08-09 07:44:52
430,233000031,202000205,10,0,1,BUS-10,2,13,2024-08-09 08:44:52
431,233000031,202000217,1,0,1,BUS-11,1,26,2024-08-09 09:44:52
432,233000031,202000208,2,0,0,BUS-12,4,21,2024-08-09 10:44:52
433,233000031,202000194,3,1,0,BUS-13,2,24,2024-08-09 11:44:52
434,233000031,200000202,4,0,0,BUS-14,1,35,2024-08-09 12:44:52
435,233000031,202000220,5,0,0,BUS-15,0,11,2024-08-09 13:44:52
436,233000031,202000201,6,0,0,BUS-16,3,39,2024-08-09 14:44:52
437,233000031,202000215,7,0,0,BUS-17,1,40,2024-08-09 15:44:52
438,233000031,202000211,8,1,0,BUS-18,2,21,2024-08-09 16:44:52
439,233000031,202000203,9,0,0,BUS-19,3,32,2024-08-09 17:44:52
440,233000031,202000205,10,0,0,BUS-20,1,13,2024-08-09 18:44:52
441,233000031,202000217,1,0,0,BUS-21,1,8,2024-08-09 19:44:52
442,233000031,202000208,2,0,0,BUS-22,2,36,2024-08-09 20:44:52
443,233000031,202000194,3,0,0,BUS-23,1,41,2024-08-09 21:44:52
444,233000031,200000202,4,0,0,BUS-24,3,42,2024-08-09 22:44:52
445,233000031,202000220,5,1,0,BUS-25,0,36,2024-08-09 23:44:52
446,233000031,202000201,6,0,1,BUS-26,3,12,2024-08-10 00:44:52
447,233000031,202000215,7,0,0,BUS-27,2,37,2024-08-10 01:44:52
448,233000031,202000211,8,0,0,BUS-28,4,19,2024-08-10 02:44:52
449,233000031,202000203,9,0,0,BUS-29,0,18,2024-08-10 03:44:52
450,233000031,202000205,10,0,0,BUS-0,4,0,2024-08-10 04:44:52
451,233000031,202000217,1,0,0,BUS-1,2,15,2024-08-10 05:44:52
452,233000031,202000208,2,0,0,BUS-2,4,37,2024-08-10 06:44:52
453,233000031,202000194,3,0,0,BUS-3,3,12,2024-08-10 07:44:52
454,233000031,200000202,4,1,0,BUS-4,2,27,2024-08-10 08:44:52
455,233000031,202000220,5,0,0,BUS-5,1,42,2024-08-10 09:44:52
456,233000031,202000201,6,0,0,BUS-6,1,14,2024-08-10 10:44:52
457,233000031,202000215,7,0,0,BUS-7,0,28,2024-08-10 11:44:52
458,233000031,202000211,8,0,0,BUS-8,0,17,2024-08-10 12:44:52
459,233000031,202000203,9,0,0,BUS-9,0,3,2024-08-10 13:44:52
460,233000031,202000205,10,1,0,BUS-10,1,25,2024-08-10 14:44:52
461,233000031,202000217,1,0,0,BUS-11,1,4,2024-08-10 15:44:52
462,233000031,202000208,2,0,0,BUS-12,3,11,2024-08-10 16:44:52
463,233000031,202000194,3,0,0,BUS-13,1,32,2024-08-10 17:44:52
464,233000031,200000202,4,0,0,BUS-14,1,17,2024-08-10 18:44:52
465,233000031,202000220,5,0,1,BUS-15,3,42,2024-08-10 19:44:52
466,233000031,202000201,6,0,0,BUS-16,4,10,2024-08-10 20:44:52
467,233000031,202000215,7,0,0,BUS-17,0,14,2024-08-10 21:44:52
468,233000031,202000211,8,0,0,BUS-18,1,13,2024-08-10 22:44:52
469,233000031,202000203,9,0,0,BUS-19,3,11,2024-08-10 23:44:52
470,233000031,202000205,10,0,0,BUS-20,0,33,2024-08-11 00:44:52
471,233000031,202000217,1,0,0,BUS-21,1,40,2024-08-11 01:44:52
472,233000031,202000208,2,0,0,BUS-22,4,2,2024-08-11 02:44:52
473,233000031,202000194,3,0,0,BUS-23,2,30,2024-08-11 03:44:52
474,233000031,200000202,4,0,0,BUS-24,3,19,2024-08-11 04:44:52
475,233000031,202000220,5,0,0,BUS-25,4,27,2024-08-11 05:44:52
476,233000031,202000201,6,1,0,BUS-26,2,6,2024-08-11 06:44:52
477,233000031,202000215,7,0,1,BUS-27,4,10,2024-08-11 07:44:52
478,233000031,202000211,8,0,0,BUS-28,0,21,2024-08-11 08:44:52
479,233000031,202000203,9,0,0,BUS-29,2,32,2024-08-11 09:44:52
480,233000031,202000205,10,0,0,BUS-0,0,13,2024-08-11 10:44:52
481,233000031,202000217,1,0,0,BUS-1,4,10,2024-08-11 11:44:52
482,233000031,202000208,2,0,0,BUS-2,2,7,2024-08-11 12:44:52
483,233000031,202000194,3,0,1,BUS-3,4,15,2024-08-11 13:44:52
484,233000031,200000202,4,0,0,BUS-4,0,28,2024-08-11 14:44:52
485,233000031,202000220,5,0,0,BUS-5,3,31,2024-08-11 15:44:52
486,233000031,202000201,6,0,0,BUS-6,1,20,2024-08-11 16:44:52
487,233000031,202000215,7,0,1,BUS-7,2,4,2024-08-11 17:44:52
488,233000031,202000211,8,0,0,BUS-8,1,25,2024-08-11 18:44:52
489,233000031,202000203,9,0,0,BUS-9,4,33,2024-08-11 19:44:52
490,233000031,202000205,10,0,1,BUS-10,1,5,2024-08-11 20:44:52
491,233000031,202000217,1,0,0,BUS-11,1,24,2024-08-11 21:44:52
492,233000031,202000208,2,0,0,BUS-12,3,39,2024-08-11 22:44:52
493,233000031,202000194,3,0,1,BUS-13,3,6,2024-08-11 23:44:52
494,233000031,200000202,4,0,0,BUS-14,2,21,2024-08-12 00:44:52
495,233000031,202000220,5,0,0,BUS-15,0,13,2024-08-12 01:44:52
496,233000031,202000201,6,0,0,BUS-16,2,0,2024-08-12 02:44:52
497,233000031,202000215,7,0,0,BUS-17,4,0,2024-08-12 03:44:52
498,233000031,202000211,8,0,0,BUS-18,2,8,2024-08-12 04:44:52
499,233000031,202000203,9,0,0,BUS-19,2,7,2024-08-12 05:44:52
500,233000031,202000205,10,0,0,BUS-20,2,34,2024-08-12 06:44:52
